cik10,candidate_symbols,company_name_as_filed,sector,symbol_source,ticker,started_at_utc,status,rows,first_observed_date,last_observed_date,history_file,uncompressed_sha256,compressed_sha256,error_type,error_message,completed_at_utc,first_eligible_decision,last_eligible_decision,history_overlaps_eligible_interval,issuer_period_probe_status
0001756497,CHNG,CHANGE HEALTHCARE INC.,technology,last_filing_inline_xbrl,CHNG,2026-08-13T10:05:04.904024+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:05.183058+00:00,2021-07-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,False,no_free_history
0001760717,SCPL,SCIPLAY CORP,technology,last_filing_inline_xbrl,SCPL,2026-08-13T10:06:00.232610+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:00.444793+00:00,2021-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,False,no_free_history
0001764925,WORK,"SLACK TECHNOLOGIES, INC.",technology,last_filing_inline_xbrl,WORK,2026-08-13T10:06:17.970533+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:18.241387+00:00,2021-04-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,False,no_free_history
0001774155,BTRS,BTRS HOLDINGS INC.,technology,last_filing_inline_xbrl,BTRS,2026-08-13T10:05:02.040130+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:02.253366+00:00,2022-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,False,no_free_history
0001783317,MCFE,MCAFEE CORP.,technology,last_filing_inline_xbrl,MCFE,2026-08-13T10:05:36.754694+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:36.969157+00:00,2022-04-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,False,no_free_history
0001794905,CYXT,"CYXTERA TECHNOLOGIES, INC.",technology,last_filing_inline_xbrl,CYXT,2026-08-13T10:05:11.997333+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:12.207608+00:00,2023-04-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,False,no_free_history
0001799332,GAN,GAN LTD,technology,last_filing_inline_xbrl,GAN,2026-08-13T10:05:22.753300+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:23.013824+00:00,2023-07-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001800347,ETWO,"E2OPEN PARENT HOLDINGS, INC.",technology,last_filing_inline_xbrl,ETWO,2026-08-13T10:05:19.089834+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:19.344961+00:00,2022-07-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001819394,MTTR,"MATTERPORT, INC./DE",technology,last_filing_inline_xbrl,MTTR,2026-08-13T10:05:45.092312+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:45.296498+00:00,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,False,no_free_history
0001823882,MIMO,AIRSPAN NETWORKS HOLDINGS INC.,technology,last_filing_inline_xbrl,MIMO,2026-08-13T10:05:39.002539+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:39.263353+00:00,2022-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,False,no_free_history
0001827075,CVT,CVENT HOLDING CORP.,technology,last_filing_inline_xbrl,CVT,2026-08-13T10:05:11.056300+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:11.254192+00:00,2022-04-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,False,no_free_history
0001831840,SEMR,"SEMRUSH HOLDINGS, INC.",technology,last_filing_inline_xbrl,SEMR,2026-08-13T10:06:01.429413+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:01.654080+00:00,2023-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001834494,MLNK,"MERIDIANLINK, INC.",technology,last_filing_inline_xbrl,MLNK,2026-08-13T10:05:40.246632+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:40.516724+00:00,2023-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001835591,VZIO,VIZIO HOLDING CORP.,technology,last_filing_inline_xbrl,VZIO,2026-08-13T10:06:16.906030+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:17.147295+00:00,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,False,no_free_history
0001835681,PWSC,"POWERSCHOOL HOLDINGS, INC.",technology,last_filing_inline_xbrl,PWSC,2026-08-13T10:05:54.077614+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:54.278711+00:00,2023-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,False,no_free_history
0001837686,VMEO,"VIMEO, INC.",technology,last_filing_inline_xbrl,VMEO,2026-08-13T10:06:15.180556+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:15.439682+00:00,2023-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001839439,PYCR,"PAYCOR HCM, INC.",technology,last_filing_inline_xbrl,PYCR,2026-08-13T10:05:54.823460+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:55.050932+00:00,2023-10-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,False,no_free_history
0001841804,INST,"INSTRUCTURE HOLDINGS, INC.",technology,last_filing_inline_xbrl,INST,2026-08-13T10:05:30.414425+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:30.644536+00:00,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,False,no_free_history
0001842718,IAS,INTEGRAL AD SCIENCE HOLDING CORP.,technology,last_filing_inline_xbrl,IAS,2026-08-13T10:05:27.352217+00:00,ok,1,2025-12-22 00:00:00+00:00,2025-12-22 00:00:00+00:00,histories/IAS.csv.gz,35886459e01ea5ae070c2c8259b6605f14d55f89e3830392bb6a644febb5f3d9,376d29e6894930f2d2b07e5e0ed18dacef35795c97c9bcaf1a3f2f81c1ce734e,,,2026-08-13T10:05:27.513418+00:00,2023-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001845022,BASE,"COUCHBASE, INC.",technology,last_filing_inline_xbrl,BASE,2026-08-13T10:05:00.076853+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:00.276161+00:00,2023-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001856430,SNPO,SNAP ONE HOLDINGS CORP.,technology,last_filing_inline_xbrl,SNPO,2026-08-13T10:06:03.799329+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:04.091752+00:00,2023-04-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,False,no_free_history
0001858257,AVDX,"AVIDXCHANGE HOLDINGS, INC.",technology,last_filing_inline_xbrl,AVDX,2026-08-13T10:04:57.495033+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:57.696761+00:00,2023-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001863105,ESMT,"ENGAGESMART, INC.",technology,last_filing_inline_xbrl,ESMT,2026-08-13T10:05:18.632983+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:18.881083+00:00,2023-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,False,no_free_history
0001866368,CWAN,"CLEARWATER ANALYTICS HOLDINGS, INC.",technology,last_filing_inline_xbrl,CWAN,2026-08-13T10:05:11.254217+00:00,ok,1,2026-07-02 00:00:00+00:00,2026-07-02 00:00:00+00:00,histories/CWAN.csv.gz,366c23b286c3fd590690981b1123d83cb2bd21b344e9abfd028abf44eba90bfd,e2e8d7e1452214b1d660d3667517b06501c746a3dbf821eaf6b8e8a54539a400,,,2026-08-13T10:05:11.479885+00:00,2023-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001866550,TWKS,"THOUGHTWORKS HOLDING, INC.",technology,last_filing_inline_xbrl,TWKS,2026-08-13T10:06:13.406593+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:13.611356+00:00,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,False,no_free_history
0001868778,INFA,INFORMATICA INC.,technology,last_filing_inline_xbrl,INFA,2026-08-13T10:05:29.374342+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:29.576462+00:00,2023-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001868912,ENFN,"ENFUSION, INC.",technology,last_filing_inline_xbrl,ENFN,2026-08-13T10:05:16.714585+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:16.906059+00:00,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,False,no_free_history
0001889956,OS,"ONESTREAM, INC.",technology,last_filing_inline_xbrl,OS,2026-08-13T10:05:49.420102+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:49.615285+00:00,2026-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001897982,AZPN,"ASPEN TECHNOLOGY, INC.",technology,last_filing_inline_xbrl,AZPN,2026-08-13T10:04:59.622120+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:59.821531+00:00,2023-10-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,False,no_free_history
