cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256
0001124804,VERADIGM INC.,technology,0000950170-25-041181,2025-03-19 00:00:00+00:00,MDRX,xbrl_symbol_recovered,mdrx-20221231.htm,e111e9e58c3f4d7baebfcbbbf7cfdd18c456135290368192ed93cab495e3f9a4
0001129260,"VOCERA COMMUNICATIONS, INC.",technology,0001129260-22-000007,2022-02-23 00:00:00+00:00,VCRA,xbrl_symbol_recovered,vcra-20211231.htm,c3178fa0b474c086e316ace51b0fe09309f19c48bcc5485f7ed276f9e77ad610
0001131554,SYNCHRONOSS TECHNOLOGIES INC,technology,0001628280-25-049026,2025-11-05 00:00:00+00:00,SNCR,xbrl_symbol_recovered,sncr-20250930.htm,f715d5559340ef20c9c31dd94b76bfcda6dcd15d305cbb18b62a8e79dd520032
0001138639,INFINERA CORP,technology,0001138639-25-000035,2025-03-01 00:00:00+00:00,INFN,xbrl_symbol_recovered,infn-20241228.htm,09581c9ee5203626ab64b2948262a0746c3f234c5db9d5d2bd75e74c3508942c
0001145057,"FORESCOUT TECHNOLOGIES, INC",technology,0001145057-20-000024,2020-08-06 00:00:00+00:00,FSCT,xbrl_symbol_recovered,forescout0630202010q.htm,a6af99bedad64707896623b3fb07688c631fd4900fceba2040a14218350781c0
0001160951,"DUCK CREEK TECHNOLOGIES, INC.",technology,0000950170-23-000515,2023-01-10 00:00:00+00:00,DCT,xbrl_symbol_recovered,dct-20221130.htm,fcd47d83b33fae21518f47e6475897600be3d9fa7417581bb62c8df77484b8a7
0001160958,INPHI CORP,technology,0001437749-21-004113,2021-02-26 00:00:00+00:00,IPHI,xbrl_symbol_recovered,iphi20201231_10k.htm,0d6332757d4b51d0086b71ec8a3bf23d626526bae132a5ff712b3ecfe9076c32
0001166388,VERINT SYSTEMS INC,technology,0001166388-25-000117,2025-09-03 00:00:00+00:00,VRNT,xbrl_symbol_recovered,vrnt-20250731.htm,e30db81f8c1f89d62bf219be755d6e7e212ad5036f9d3a58291d39ee5ec65a72
0001169445,"TRUBRIDGE, INC.",technology,0001169445-26-000006,2026-04-01 00:00:00+00:00,TBRG,xbrl_symbol_recovered,tbrg-20251231.htm,f2c5769cf99fe2fa44a60355647000bd36f339b698403b627f41cac749d67605
0001169652,CHANNELADVISOR CORP,technology,0001169652-22-000027,2022-11-08 00:00:00+00:00,ECOM,xbrl_symbol_recovered,ecom-20220930.htm,97ff3db74fe4ff7235465535d46c5eb531bbb34617a174845256ab5527932f42
0001207074,VIRTUSA CORP,technology,0001558370-21-000815,2021-02-10 00:00:00+00:00,VRTU,xbrl_symbol_recovered,vrtu-20201231x10q.htm,6bb73f0838bf4c6cf4e8667f1cbd4abdd8f25679089d6d94e810c6617f2f56d8
0001210618,"SPI ENERGY CO., LTD.",technology,0001683168-22-007585,2022-11-15 00:00:00+00:00,SPI,xbrl_symbol_recovered,spi_i10q-093022.htm,55a6eccccad59fa5e4d5aa8a3e1700b2662352302930c64be7d9bc4ea4eb060a
0001212458,PROOFPOINT INC,technology,0001564590-21-039493,2021-07-31 00:00:00+00:00,PFPT,xbrl_symbol_recovered,pfpt-10q_20210630.htm,cc1297075451bb19046bae983f1f1cf867f5e6d955425ea2d24bf8d26517cae5
0001227025,NEOPHOTONICS CORP,technology,0001227025-22-000127,2022-07-27 00:00:00+00:00,NPTN,xbrl_symbol_recovered,nptn-20220630.htm,616ea0fe9946317a888255ae4b1a32c815fe641a04e23414999cd62f4022b4ad
0001237746,"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.",technology,0001628280-20-016088,2020-11-10 00:00:00+00:00,EIGI,xbrl_symbol_recovered,eigi-20200930.htm,a22475522ded89fa8c93f5c2c80578f9505389ba08deb83893888caa44a679c3
0001286225,"REALPAGE, INC.",technology,0001286225-21-000007,2021-03-02 00:00:00+00:00,RP,xbrl_symbol_recovered,rp-20201231.htm,539c5c69a6187e4ab49c59aef91e62401b835964f75f8415d17ddfe14e008aaf
0001303652,TABLEAU SOFTWARE INC,technology,0001303652-19-000025,2019-08-01 00:00:00+00:00,DATA,xbrl_symbol_recovered,a10qq22019.htm,d87dee7bd64248ef8931078407289f4479c1166e0aa839d65641dc42d98f37e1
0001313275,BRIGHTCOVE INC,technology,0000950170-24-125653,2024-11-13 00:00:00+00:00,BCOV,xbrl_symbol_recovered,bcov-20240930.htm,d28b1f96205188eabaea6caa0e19b834f8ca4813f4b7ba1ac26b1f32d16366d1
0001327318,"TRUECAR, INC.",technology,0001327318-25-000065,2025-11-07 00:00:00+00:00,TRUE,xbrl_symbol_recovered,true-20250930.htm,a87db211f925061a748f103de80d064cddad8f73a1841f4b82c37634b97822ff
0001333835,CASA SYSTEMS INC,technology,0000950170-23-061086,2023-11-09 00:00:00+00:00,CASA,xbrl_symbol_recovered,casa-20230930.htm,47352db201f57ef2fb7f635233d1a715f914b89835fad251f239ba009c7b9235
0001340127,CARBONITE INC,technology,0001340127-19-000187,2019-11-13 00:00:00+00:00,CARB,xbrl_symbol_recovered,q319-carbonite10xq.htm,14e2d2afd386c3bb3cf7e5ba995ac9cf93494701a3bcbd0df4a3c483f85bcb5d
0001348036,"AVALARA, INC.",technology,0001564590-22-028526,2022-08-10 00:00:00+00:00,AVLR,xbrl_symbol_recovered,avlr-10q_20220630.htm,8cfd8f435c629e00a6de317c4c33dbc30a6cc00bc61fb783494a877c649f5852
0001351285,ROSETTA STONE INC,technology,0001564590-20-037785,2020-08-07 00:00:00+00:00,RST,xbrl_symbol_recovered,rst-10q_20200630.htm,405d1a847aa8639093d73225f345fffd6c85656bc2582edd013c771087bfb40d
0001353283,SPLUNK INC,technology,0001353283-23-000043,2023-11-29 00:00:00+00:00,SPLK,xbrl_symbol_recovered,splk-20231031.htm,44d5fbc223bb2551965e2a43d6ac5a3204252d399415cf060a58774140edf882
0001355754,INSTRUCTURE INC,technology,0001564590-20-007826,2020-02-29 00:00:00+00:00,INST,xbrl_symbol_recovered,inst-10k_20191231.htm,8a36c29d371087b2a49a16363a40177dbb44c6243e8cd795c14b74894c9578bf
0001356104,"MELLANOX TECHNOLOGIES, LTD.",technology,0001356104-20-000008,2020-02-21 00:00:00+00:00,MLNX,xbrl_symbol_recovered,a2019123110-k.htm,09ade32fb47c1976b969f6482ac55813826e6f707984ea4cb2205f403befcdb1
0001366246,GLU MOBILE INC,technology,0001558370-21-002009,2021-02-27 00:00:00+00:00,GLUU,xbrl_symbol_recovered,gluu-20201231x10k.htm,dc5a636db9948ff820d3b7f566a4e0271dfcc5c8f55f2585fd9bbbaf874c7b7e
0001366561,SMARTSHEET INC,technology,0001366561-24-000222,2024-12-06 00:00:00+00:00,SMAR,xbrl_symbol_recovered,smar-20241031.htm,cf77ca0524492b2296f84651f4e45d21612a041d2bada5b5e1922fbc55e0447f
0001370880,"MANDIANT, INC.",technology,0001370880-22-000033,2022-08-05 00:00:00+00:00,MNDT,xbrl_symbol_recovered,mndt-20220630.htm,f93ee6cfa937d91866808d802be107b68fdae491b355066ce63198c047bfc557
0001385292,MONOTYPE IMAGING HOLDINGS INC.,technology,0001193125-19-203240,2019-07-27 00:00:00+00:00,TYPE,xbrl_symbol_recovered,d762486d10q.htm,2dfcd186f9be2e0b1509f4a90017c312ef2f72a4482af785439f9dd21ad3abf6
0001385867,COUPA SOFTWARE INC,technology,0001385867-22-000047,2022-12-13 00:00:00+00:00,COUP,xbrl_symbol_recovered,coup-20221031.htm,8b2c4604633c02c9fbbeec40026cb026e95e398ad125b1b0a7cf7c32b3b479dc
0001392972,"PROS HOLDINGS, INC.",technology,0001392972-25-000164,2025-10-28 00:00:00+00:00,PRO,xbrl_symbol_recovered,pro-20250930.htm,cb8a6b12162169a3b21828c3c659577714be1ff8cdb27efa79c32d15cc1ca0ee
0001401680,CORNERSTONE ONDEMAND INC,technology,0001401680-21-000031,2021-08-07 00:00:00+00:00,CSOD,xbrl_symbol_recovered,csod-20210630.htm,2e404149a92a30dcd1df24d66961b41f4f6bf42b6fcdc85b44aeed2821f03ed0
0001408278,"SYNACOR, INC.",technology,0001408278-19-000050,2019-11-08 00:00:00+00:00,SYNC,xbrl_symbol_recovered,sync-20190930.htm,66080496faf74865aa70421e89d28f0eb24ea9167260c28343cfbffa5c1905f3
0001418091,"TWITTER, INC.",technology,0001418091-22-000147,2022-07-27 00:00:00+00:00,TWTR,xbrl_symbol_recovered,twtr-20220630.htm,d7eaa2e675edf2cda10445423a479d95c17cb708d66b2f6e636311114ed59722
0001418100,AVAYA HOLDINGS CORP.,technology,0001418100-23-000042,2023-09-09 00:00:00+00:00,AVYA,xbrl_symbol_recovered,avya-20221231.htm,827084703c48bb288d2aaf265adba63fabd854a5081ada8b307cc77f4fd5734c
0001420302,"LOGMEIN, INC.",technology,0001564590-20-034298,2020-07-30 00:00:00+00:00,LOGM,xbrl_symbol_recovered,logm-10q_20200630.htm,36ebcc5e510e83f1c5590dba28ca1a8fe5b9ee32bb267708d84008a305c343b6
0001423774,ZUORA INC,technology,0001423774-24-000282,2024-12-10 00:00:00+00:00,ZUO,xbrl_symbol_recovered,zuo-20241031.htm,812fa4601642fdea2bd4415daa41c688aefbde3754f9888a978b612b8261183c
0001431959,META MATERIALS INC.,technology,0000950170-22-023821,2022-11-10 00:00:00+00:00,MMAT,xbrl_symbol_recovered,mmat-20220930.htm,f1d72b892a09822641b395ba892970c5575ed539fcf1182c05a643a3c4c7001f
0001433714,"CASTLIGHT HEALTH, INC.",technology,0001433714-21-000031,2021-11-04 00:00:00+00:00,CSLT,xbrl_symbol_recovered,cslt-20210930.htm,87056c77627c063deeaeeccb50bf665b23ca0c9d8baa26af3e00ee1cecd4057c
0001437352,"EVERBRIDGE, INC.",technology,0000950170-24-057023,2024-05-10 00:00:00+00:00,EVBG,xbrl_symbol_recovered,evbg-20240331.htm,dd1d7c38cd706b81f3403c0c907b0ccc94cee22010bfde7866fbb44d05e63f2c
0001438231,DIGIMARC CORP,technology,0001564590-20-049359,2020-10-31 00:00:00+00:00,DMRC,xbrl_symbol_recovered,dmrc-10q_20200930.htm,79a20e5e2a60ec9a5685fda4eab65539de64d56524ec0feeffb8906ca226f7bc
0001439404,ZYNGA INC,technology,0001564590-22-018907,2022-05-10 00:00:00+00:00,ZNGA,xbrl_symbol_recovered,znga-10q_20220331.htm,0c37729ffefb1dbdb37cd69f51607f4dd5e5f676fd9f124f1f596fe62eac0433
0001447599,"FITBIT, INC.",technology,0001447599-20-000063,2020-11-05 00:00:00+00:00,FIT,xbrl_symbol_recovered,fit-20201003.htm,64795a8469740a99037820d7b197e7ae19bff8ed754d6b9acdad4e8214f2f106
0001448056,"NEW RELIC, INC.",technology,0001448056-23-000053,2023-10-28 00:00:00+00:00,NEWR,xbrl_symbol_recovered,newr-20230930.htm,f90ef67faed4510ac7eec6d0f7963d966d815049c1c3ef61aac5b6ce5a23a1aa
0001453814,"MEDIDATA SOLUTIONS, INC.",technology,0001453814-19-000139,2019-08-07 00:00:00+00:00,MDSO,xbrl_symbol_recovered,mdso-630201910q.htm,42afbab930443eebaa627a1facedb5be857050a6f4d8091dc7312057b4f1e3a4
0001459417,"2U, INC.",technology,0001459417-24-000054,2024-08-10 00:00:00+00:00,TWOU,xbrl_symbol_recovered,twou-20240630.htm,1ce1c52f383e9b94ec104abb1662f96ffd33f42dc2a952d242655caff30d0437
0001463172,"ZENDESK, INC.",technology,0001463172-22-000326,2022-10-29 00:00:00+00:00,ZEN,xbrl_symbol_recovered,zen-20220930.htm,9511f5dbab709f3ece83d2a7fb0bc9598af9c4ab88f5e20317e0831270e70c62
0001468666,SECUREWORKS CORP,technology,0001468666-24-000050,2024-12-05 00:00:00+00:00,SCWX,xbrl_symbol_recovered,scwx-20241101.htm,50805310c0544104a1b6e5d8d3734951683e8918e65b76f27860d8b9b9aa5149
0001470099,"MOBILEIRON, INC.",technology,0001558370-20-012159,2020-10-31 00:00:00+00:00,MOBL,xbrl_symbol_recovered,mobl-20200930x10q.htm,1c44499e5c4331bd0a770697e8130407bc7f13f97f5e6ebe1c7bd90f3a10e3aa
0001474439,"TELENAV, INC.",technology,0001474439-21-000006,2021-02-06 00:00:00+00:00,TNAV,xbrl_symbol_recovered,tnav-20201231.htm,030c80b0ae35a05b87a650926c87fe70a4885d35687a5f6fda72f5daba92b711
0001475115,"EVENTBRITE, INC.",technology,0001475115-26-000005,2026-03-13 00:00:00+00:00,EB,xbrl_symbol_recovered,eb-20251231.htm,e1c635c852a44a53e44caeca768671a73ea3fcc30bf7ba070d04cfe1c3ef50bf
0001487101,KEYW HOLDING CORP,technology,0001487101-19-000022,2019-05-08 00:00:00+00:00,KEYW,xbrl_symbol_recovered,keyw201933110q.htm,3920ec0bd9a9d2d136baeb0833bd86f9e4c7da9b69cbd196d81e0d5f415df15c
0001496963,"SQUARESPACE, INC.",technology,0001496963-24-000072,2024-08-03 00:00:00+00:00,SQSP,xbrl_symbol_recovered,sqsp-20240630.htm,8ade4aacbcce4d4ea79901a5a7041d7792d1df18fc825829819473195165b221
0001506439,"SHARPSPRING, INC.",technology,0001654954-20-012459,2020-11-17 00:00:00+00:00,SHSP,xbrl_symbol_recovered,shsp_10q.htm,e0e9523a9bae3b946b169bd2aa4dd998f841c0948e03f63bca8b75e1ca610f01
0001535379,"CLOUDERA, INC.",technology,0001628280-21-018015,2021-09-03 00:00:00+00:00,CLDR,xbrl_symbol_recovered,cldr-20210731.htm,b4e4cf456af1d7d5abf7032eec9b5efaf032e8e60efd5dd6e983363741907e5b
0001540184,"MEDALLIA, INC.",technology,0001540184-21-000021,2021-09-04 00:00:00+00:00,MDLA,xbrl_symbol_recovered,mdla-20210731.htm,472288993fc166f852593945192c5abdd98a46fb395e2d8b3b4b351fe8fa3709
0001540755,"ANAPLAN, INC.",technology,0001540755-22-000040,2022-06-03 00:00:00+00:00,PLAN,xbrl_symbol_recovered,plan-20220430.htm,f4e137f86047acee6b052374b714d955884d251b54af82f9bdfe98be60c2f3d2
0001543916,"FORGEROCK, INC.",technology,0001543916-23-000061,2023-08-09 00:00:00+00:00,FORG,xbrl_symbol_recovered,forg-20230630.htm,7832b7530740c2d463f838d0a2cdeaea23bf92bd53dfa10c08f005372d8b1c77
0001556898,"TECHPOINT, INC.",technology,0001564590-20-051907,2020-11-07 00:00:00+00:00,0001556898,xbrl_symbol_recovered,ck1556898-10q_20200930.htm,5fdf036b8407849f9808d2e72a176e41fd4ffd22006f84a77303decfa038dd45
0001575189,"MATCH GROUP, INC.",technology,0001575189-20-000049,2020-05-09 00:00:00+00:00,MTCH,xbrl_symbol_recovered,mtch-20200331.htm,17501f1e59e7c8ddf0b72a8359777f632ec95fc867685ccf1472fa1d3e22247d
0001576169,"BENEFITFOCUS, INC.",technology,0000950170-22-023355,2022-11-10 00:00:00+00:00,BNFT,xbrl_symbol_recovered,bnft-20220930.htm,5f6535521d8887a7629b297ce2d5817de910036e6bac815adc6fa6849dbe60c1
0001576914,MIX TELEMATICS LTD,technology,0001628280-24-003983,2024-02-10 00:00:00+00:00,MIXT,xbrl_symbol_recovered,mixt-20231231.htm,4e449646bc99b6389a444e1c9339d2ed7a97aa99b21e6de11c4ca1ec401354bf
0001598014,IHS MARKIT LTD.,technology,0001598014-22-000011,2022-01-25 00:00:00+00:00,INFO,xbrl_symbol_recovered,info-20211130.htm,2b8346ccf90f9b33be52ebcf2613fac04d3b8ffdca190be88f8c30ae7c04f17d
0001606745,"LIBERTY TRIPADVISOR HOLDINGS, INC.",technology,0001558370-22-016651,2022-11-08 00:00:00+00:00,LTRPA|LTRPB,xbrl_symbol_recovered,ltrpa-20220930x10q.htm,4163474f3a4d4c0e3f0002a510065efb2e950501aeeee66b39568915139ce1f2
0001619954,"INOVALON HOLDINGS, INC.",technology,0001619954-21-000130,2021-11-10 00:00:00+00:00,INOV,xbrl_symbol_recovered,inov-20210930.htm,b9f8d6028932ec1ef1d426d877c9ad24c67327836f658b94cb2add668b2ab036
0001627857,"SAILPOINT TECHNOLOGIES HOLDINGS, INC.",technology,0001627857-22-000082,2022-08-10 00:00:00+00:00,SAIL,xbrl_symbol_recovered,sail-20220630.htm,41515cc6c8d499fb04607ffc68cacc3449230b0ac0153d0ae6030cefef63b61b
0001628945,CUE HEALTH INC.,technology,0001628945-23-000175,2023-11-09 00:00:00+00:00,HLTH,xbrl_symbol_recovered,hlth-20230930.htm,57a32eafcb4ade637bd4f3f00815bac982f479fd28e9487632c1d2dd44eb8429
0001631825,"PRESIDIO, INC.",technology,0001631825-19-000032,2019-11-07 00:00:00+00:00,PSDO,xbrl_symbol_recovered,psdofy209301910-q.htm,22b89fbd5e0261078d6652c4006a81b965afe3df7d9f4e661104c0d8d1cc0eb8
0001643269,"SUMO LOGIC, INC.",technology,0001643269-23-000016,2023-03-17 00:00:00+00:00,SUMO,xbrl_symbol_recovered,sumo-20230131.htm,3a5793f05fae543fb25cd3d2c68ba1edb6a3fa214cd73cd6fda2c4050612cbbe
0001644675,MIMECAST LTD,technology,0000950170-22-000747,2022-02-04 00:00:00+00:00,MIME,xbrl_symbol_recovered,mime-20211231.htm,b1b68d87a41ebdc02098f5e6cfa3c6b31035b8c37c355cdec1a788ad113a32f5
0001645070,STERLING CHECK CORP.,technology,0001645070-24-000140,2024-08-09 00:00:00+00:00,STER,xbrl_symbol_recovered,ster-20240630.htm,1e9433d695c76f23a375321b9523944f8dafce1ac4de5e0e749d5a2ab1434d0d
0001651235,"ACACIA COMMUNICATIONS, INC.",technology,0001651235-21-000044,2021-03-02 00:00:00+00:00,ACIA,xbrl_symbol_recovered,acia-20201231.htm,e2092ab8e932e3c28fff9a20506e9e06689346619bf075cf062e74330101361a
0001668105,TALEND S.A.,technology,0001668105-21-000040,2021-07-29 00:00:00+00:00,TLND,xbrl_symbol_recovered,tlnd-20210630.htm,fbba70a0320d2eafffab0f6ce9d495ec6c79d88e742baea9445c2e75a53a7016
0001679826,PING IDENTITY HOLDING CORP.,technology,0001558370-22-011966,2022-08-05 00:00:00+00:00,PING,xbrl_symbol_recovered,ping-20220630x10q.htm,5887a347f2e14d2320d67facc7c7439879f3e159c3098311ed1f0f7da0056e61
0001682325,GTY TECHNOLOGY HOLDINGS INC.,technology,0001558370-20-012711,2020-11-06 00:00:00+00:00,GTYH,xbrl_symbol_recovered,gtyhu-20200930x10q.htm,76923a392e1daeb3d3b41d7eb4036465c2f6ec6a2d9c5dfaeaec8636e363ceef
0001689657,"BERKELEY LIGHTS, INC.",technology,0001689657-22-000033,2022-11-09 00:00:00+00:00,BLI,xbrl_symbol_recovered,bli-20220930.htm,063180785ad7189f682c167f898d17ea8f281a8595e6ac08b341ac825d21382b
0001689923,"ALTERYX, INC.",technology,0001689923-24-000006,2024-02-07 00:00:00+00:00,AYX,xbrl_symbol_recovered,ayx-20231231.htm,c8bb105211fc2db75dfb55a50821b8bdbba2bce794a6640650083ca8920aef92
0001690666,XPERI CORP,technology,0001564590-20-021971,2020-05-07 00:00:00+00:00,XPER,xbrl_symbol_recovered,xper-10q_20200331.htm,06746ec60bc05a4f7b728333c18621d7c70e45b819ea878c250536d174d6b761
0001699838,"CONFLUENT, INC.",technology,0001699838-26-000006,2026-02-12 00:00:00+00:00,CFLT,xbrl_symbol_recovered,cflt-20251231.htm,0573b8a4a2e66bcd6f206e57d8f1a94db12936c811931aaeac567fe80376c970
0001701040,CISION LTD.,technology,0001564590-19-042031,2019-11-09 00:00:00+00:00,CISN,xbrl_symbol_recovered,cisn-10q_20190930.htm,98a0c1e9f8c4da58eccac4d781af544fd77a41e11dd07d2530c87a76a70cb017
0001701732,ALTAIR ENGINEERING INC.,technology,0000950170-25-024197,2025-02-21 00:00:00+00:00,ALTR,xbrl_symbol_recovered,altr-20241231.htm,b307682647682389d6da54c88912ff75a95638aa9ba7b81c8d079c15f710637e
0001710583,"SWITCH, INC.",technology,0001710583-22-000046,2022-11-10 00:00:00+00:00,SWCH,xbrl_symbol_recovered,swch-20220930.htm,faacb2c4a791e5396cd7d387fbac10a47fe4d48a030a73147151c20938a035bc
0001713952,"VIVINT SMART HOME, INC.",technology,0001713952-21-000040,2021-11-16 00:00:00+00:00,VVNT,xbrl_symbol_recovered,ck0001713952-20210930.htm,5770279b79c3eaea1cf7882d3eb7b99de79114631bc7888ed0bf13a91fd795c7
0001719489,"KALEYRA, INC.",technology,0000950170-23-039113,2023-08-08 00:00:00+00:00,KLR,xbrl_symbol_recovered,klr-20230630.htm,ff9257f683cdfa08f794d915200e9aff70447aeefc95a4aa679682c550b8426e
0001720671,"HASHICORP, INC.",technology,0001720671-24-000023,2024-12-06 00:00:00+00:00,HCP,xbrl_symbol_recovered,hcp-20241031.htm,8f37045eda317888202b34997ef7ca9779d8dc2932e6395896ca2814763b1e1e
0001721947,JAMF HOLDING CORP.,technology,0001628280-25-051044,2025-11-11 00:00:00+00:00,JAMF,xbrl_symbol_recovered,jamf-20250930.htm,9a7cd60018b17ba62b9f3be959c5075eccd7252a496f05f8ae85eca2493ca582
0001723648,"LIVEVOX HOLDINGS, INC.",technology,0001723648-22-000092,2022-11-09 00:00:00+00:00,LVOX|LVOXW|LVOXU,xbrl_symbol_recovered,lvox-20220930.htm,16431f1e8f8e6b577701d6ebafc2df94e9575b9ea99a415732377f82ab780958
0001724570,DATTO HOLDING CORP.,technology,0001724570-22-000028,2022-05-10 00:00:00+00:00,MSP,xbrl_symbol_recovered,msp-20220331.htm,9e27874e60909bdc6cf575b68d60c423d492a96a7c68f42ccf14574f0994cabc
0001724670,PERSPECTA INC.,technology,0001724670-21-000012,2021-02-06 00:00:00+00:00,PRSP,xbrl_symbol_recovered,prsp-20210101.htm,83926660b575ab2778804885d899c00d602ae25787a7000aed7d55fbe4c82152
0001725057,"DAYFORCE, INC.",technology,0001193125-25-256366,2025-10-30 00:00:00+00:00,DAY,xbrl_symbol_recovered,day-20250930.htm,9be976a3ec48b2e6f640f58c5ec13b6454277ebcdeba756e9d4d9d0c555f0fdc
0001725579,"PLURALSIGHT, INC.",technology,0001725579-21-000010,2021-02-27 00:00:00+00:00,PS,xbrl_symbol_recovered,ps-20201231.htm,272a6d3bde70a294b5d28df17e3af9aceaee181fcd89e36d4ff2d3b49784d75d
0001735858,FAR POINT ACQUISITION CORP,technology,0001193125-20-213542,2020-08-11 00:00:00+00:00,FPAC.UN|FPAC|FPAC.WS,xbrl_symbol_recovered,d71205d10q.htm,78b48646d2e9cbd86a24de03180cd7fc9bcae93b2c9e4d0509b52ef3b7a5b956
0001739936,MOMENTIVE GLOBAL INC.,technology,0000950170-23-017912,2023-05-05 00:00:00+00:00,MNTV,xbrl_symbol_recovered,mntv-20230331.htm,03698429f38efbb95ffc281c055855d431a705a004daccb2cba26ebcf2c60178
0001739942,SOLARWINDS CORP,technology,0001739942-25-000013,2025-02-20 00:00:00+00:00,SWI,xbrl_symbol_recovered,swi-20241231.htm,2d21dc634a2b6ba938de2defac6bea9efd557689e6a8e0526ca6e7e40bc34e5d
0001747748,QUALTRICS INTERNATIONAL INC.,technology,0001628280-23-014712,2023-05-03 00:00:00+00:00,XM,xbrl_symbol_recovered,xm-20230331.htm,4d46654589b35e643426dde86edc521d0c701d4f43129f975881bf3efb1acc7b
0001756497,CHANGE HEALTHCARE INC.,technology,0001756497-22-000011,2022-08-05 00:00:00+00:00,CHNG,xbrl_symbol_recovered,chng-20220630x10q.htm,6e7d49832922473098e75b76c34ab68caf9c04f7002315d509dbd0bfd0c95613
0001760717,SCIPLAY CORP,technology,0001760717-23-000037,2023-08-09 00:00:00+00:00,SCPL,xbrl_symbol_recovered,scpl-20230630.htm,ffef57d703c99bb1f27dc8ee28b60a5f4e287cb5091a88ac3a7c023a9bc2ce8c
0001764925,"SLACK TECHNOLOGIES, INC.",technology,0001764925-21-000096,2021-06-04 00:00:00+00:00,WORK,xbrl_symbol_recovered,work-20210430.htm,254ddafe71f29c51b4ba8c56efa35f0ed3e70890a55ca0f8d86ce2da375d90d7
0001774155,BTRS HOLDINGS INC.,technology,0001774155-22-000129,2022-11-08 00:00:00+00:00,BTRS,xbrl_symbol_recovered,brts-20220930.htm,b1070318fa5e65aa97b4ada921d0c46350c7b9e34fb7cf63ee01b3a934a07513
0001783317,MCAFEE CORP.,technology,0000950170-22-001804,2022-02-24 00:00:00+00:00,MCFE,xbrl_symbol_recovered,mcfe-20211225.htm,f37804df0815dfecb11aa7cdf12d881debe8e573665fa06b1a09f67bd034dc21
0001794905,"CYXTERA TECHNOLOGIES, INC.",technology,0001794905-23-000048,2023-05-06 00:00:00+00:00,CYXT,xbrl_symbol_recovered,cyxt-20230331.htm,14b5cef8cc9f51724bc90d0ec85083ddac987aa46f72dd4bcab8d185f4424e33
0001799332,GAN LTD,technology,0001641172-25-009454,2025-05-10 00:00:00+00:00,GAN,xbrl_symbol_recovered,form10-q.htm,578758310969b3201cf6268854ed120f03cccff1c08e2299db17ae398dc3c57a
0001800347,"E2OPEN PARENT HOLDINGS, INC.",technology,0000950170-25-095025,2025-07-11 00:00:00+00:00,ETWO,xbrl_symbol_recovered,etwo-20250531.htm,f3ccfecd759cb0e060faba9d32001034c3edad8fc0428ff1462bf524c2374191
0001819394,"MATTERPORT, INC./DE",technology,0001819394-25-000007,2025-02-27 00:00:00+00:00,MTTR,xbrl_symbol_recovered,mttr-20241231.htm,fc9adb7098559974f361ff94dab05687fa83b80bfeb446c2d5a17e5de6f616f5
0001823882,AIRSPAN NETWORKS HOLDINGS INC.,technology,0001829126-23-007197,2023-11-09 00:00:00+00:00,MIMO,xbrl_symbol_recovered,airspannetworks_10q.htm,60aea63f6b651b8916e98988eed8922c836d46ae29d9bec9d8e390eb4927eb43
0001827075,CVENT HOLDING CORP.,technology,0000950170-23-018379,2023-05-06 00:00:00+00:00,CVT,xbrl_symbol_recovered,cvt-20230331.htm,d85093cbb6ad06d60db1c2c9ccc239b2798ee38626cb7f0a889cdbeaf519d7eb
0001831840,"SEMRUSH HOLDINGS, INC.",technology,0001628280-26-013259,2026-03-03 00:00:00+00:00,SEMR,xbrl_symbol_recovered,semr-20251231.htm,1810d286c74ee9ac5fbd74fd759e7389f5ec3e771b0c5a29104e7d4b887a338e
0001834494,"MERIDIANLINK, INC.",technology,0001834494-25-000080,2025-08-12 00:00:00+00:00,MLNK,xbrl_symbol_recovered,mlnk-20250630.htm,47c2db8709cc70fe9e79b602e41821bd57347927e44ecf8edcb86c51521ec520
0001835378,INNOVID CORP.,technology,0001835378-24-000129,2024-11-13 00:00:00+00:00,CTV|CTVWS,xbrl_symbol_recovered,ctv-20240930.htm,dd9743874771d5c29a0de4f2de5e8264b3aee0ecbb4111f74b0112a87f2d981d
0001835591,VIZIO HOLDING CORP.,technology,0001835591-24-000089,2024-11-07 00:00:00+00:00,VZIO,xbrl_symbol_recovered,vzio-20240930.htm,a7f24ba2fd6f7f164cf0f036c0a9123a0ef4421d9f29b576f9b0370cfd79f3ed
0001835681,"POWERSCHOOL HOLDINGS, INC.",technology,0001835681-24-000100,2024-08-10 00:00:00+00:00,PWSC,xbrl_symbol_recovered,pwsc-20240630.htm,91c77b5fc5f69159d54542d2b5295f300e92cd5fb9ceb543aa27825642a4f58d
0001837686,"VIMEO, INC.",technology,0001837686-25-000110,2025-10-29 00:00:00+00:00,VMEO,xbrl_symbol_recovered,vmeo-20250930.htm,fd8367ed0c526d67a2d8e1d2466145a1bf4ad7d2edaa9d23bd4e6d2f7a28cd00
0001838672,"ADTHEORENT HOLDING COMPANY, INC.",technology,0000950170-23-060400,2023-11-08 00:00:00+00:00,ADTH|ADTHW,xbrl_symbol_recovered,adth-20230930.htm,2452722d00b14dbc9bd99dee1ac329666328b26543ec94e0939e0f10ee32b085
